Trial	ObservationNumber	Tank	Treatment	UniqueTank	Observer	Individual1	Individual2	FacetofaceYN	AntennaeOnlyYN	StartTime	StartTimeMinutes	StartTimeSeconds	EndTime	EndTimeMinutes	EndTimeSeconds	Duration
4	70	4	12	46	Cari	YB	P	1	0	32:23:00	32	23	33:22:00	33	22	59
1	70.1	12	8	7	Cari	O	Y	0	0	40:39:00	40	39	41:49:00	41	49	70
1	70.2	12	8	7	Cari	O	B	0	0	40:39:00	40	39	41:49:00	41	49	70
1	71	12	8	7	Cari	O	B	0	1	43:05:00	43	5	45:06:00	45	6	121
2	71	2	13	24	Skylar	P	RG	1	0	38:50:00	38	50	39:00:00	39	0	10
3	71	10	9	32	Skylar	R	YG	0	0	8:36	8	36	9:11	9	11	35
4	71	4	12	46	Cari	YB	P	0	0	36:55:00	36	55	42:54:00	42	54	359
1	72	12	8	7	Cari	O	B	1	0	43:25:00	43	25	44:14:00	44	14	49
2	72	2	13	24	Skylar	B	YB	0	0	38:50:00	38	50	40:09:00	40	9	79
3	72	10	9	32	Skylar	C	P	0	0	9:14	9	14	9:58	9	58	44
4	72	4	12	46	Cari	R	PG	0	0	37:36:00	37	36	39:34:00	39	34	118
1	73	12	8	7	Cari	G	Y	0	0	43:39:00	43	39	44:03:00	44	3	24
2	73	2	13	24	Skylar	P	GB	0	0	39:22:00	39	22	40:22:00	40	22	60
3	73	10	9	32	Skylar	C	YG	0	0	11:24	11	24	12:17	12	17	53
4	73	4	12	46	Cari	YG	G	1	0	37:58:00	37	58	39:59:00	39	59	121
1	74	11	7	6	Cari	C	P	0	0	0:00:00	0	0	1:03	1	3	63
2	74	2	13	24	Skylar	P	PG	1	0	40:58:00	40	58	41:22:00	41	22	24
3	74	10	9	32	Skylar	R	Y	0	0	11:46	11	46	11:59	11	59	13
4	74	4	12	46	Cari	RG	B	0	0	40:46:00	40	46	42:16:00	42	16	90
1	75	11	7	6	Cari	Y	G	0	0	5:49	5	49	6:43	6	43	54
2	75	2	13	24	Skylar	PG	GB	0	0	41:57:00	41	57	42:26:00	42	26	29
3	75	10	9	32	Skylar	RG	P	0	0	13:34	13	34	13:54	13	54	20
4	75	4	12	46	Cari	G	O	0	0	41:53:00	41	53	42:41:00	42	41	48
1	76	11	7	6	Cari	C	P	0	0	20:19	20	19	21:58	21	58	99
2	76	2	13	24	Skylar	P	RG	1	0	42:38:00	42	38	43:28:00	43	28	50
3	76	10	9	32	Skylar	YG	RG	0	0	15:14	15	14	15:35	15	35	21
4	76	4	12	46	Cari	G	YB	0	0	42:41:00	42	41	43:38:00	43	38	57
2	77	2	13	24	Skylar	PG	GB	0	0	43:54:00	43	54	45:00:00	45	0	66
3	77	10	9	32	Skylar	P	G	0	0	15:39	15	39	17:21	17	21	102
4	77	4	12	46	Cari	O	P	0	0	43:14:00	43	14	43:38:00	43	38	24
1	77.1	11	7	6	Cari	C	Y	0	0	20:29	20	29	23:27	23	27	178
1	77.2	11	7	6	Cari	Y	P	0	0	20:29	20	29	23:27	23	27	178
2	78	2	13	24	Skylar	R	RB	0	0	44:44:00	44	44	45:00:00	45	0	16
3	78	10	9	32	Skylar	YG	O	0	0	16:00	16	0	16:39	16	39	39
4	78	4	12	46	Cari	B	C	0	1	44:08:00	44	8	44:09:00	44	9	1
1	78.1	11	7	6	Cari	C	P	0	0	22:22	22	22	22:47	22	47	25
1	78.2	11	7	6	Cari	P	Y	0	0	22:22	22	22	22:47	22	47	25
1	79	11	7	6	Cari	P	C	0	0	23:41	23	41	24:42:00	24	42	61
2	79	12	8	19	Cari	O	Y	0	1	6:44	6	44	6:45	6	45	1
3	79	10	9	32	Skylar	RG	O	0	0	17:23	17	23	20:24	20	24	181
4	79	4	12	46	Cari	YG	P	0	0	44:46:00	44	46	45:00:00	45	0	14
1	80	11	7	6	Cari	O	G	0	0	28:39:00	28	39	45:00:00	45	0	981
2	80	12	8	19	Cari	O	Y	0	0	6:57	6	57	10:32	10	32	215
4	80	4	12	46	Cari	B	C	0	0	44:50:00	44	50	45:00:00	45	0	10
3	80.1	10	9	32	Skylar	RG	YG	0	0	18:52	18	52	20:17	20	17	85
3	80.2	10	9	32	Skylar	YG	O	0	0	18:52	18	52	20:17	20	17	85
1	81	11	7	6	Cari	R	Y	0	0	30:18:00	30	18	30:43:00	30	43	25
2	81	12	8	19	Cari	B	R	0	0	6:57	6	57	8:37	8	37	100
3	81	10	9	32	Skylar	C	B	0	0	20:05	20	5	21:39	21	39	94
4	81	3	3	37	Cari	Y	R	0	0	0:49	0	49	1:16	1	16	27
1	82	8	10	9	Cari	P	C	0	0	0:00	0	0	0:23	0	23	23
3	82	10	9	32	Skylar	YG	O	0	0	21:03	21	3	22:22	22	22	79
4	82	4	12	46	Cari	RB	YB	0	0	0:00	0	0	2:19	2	19	139
2	82.1	12	8	19	Cari	Y	RG	0	0	9:38	9	38	10:32	10	32	54
2	82.2	12	8	19	Cari	RG	O	0	0	9:38	9	38	10:32	10	32	54
1	83	8	10	9	Cari	RG	P	0	1	1:32	1	32	1:41	1	41	9
2	83	12	8	19	Cari	Y	RG	0	0	12:43	12	43	13:05	13	5	22
4	83	4	12	46	Cari	YG	Y	0	0	0:00	0	0	1:03	1	3	63
3	83.1	10	9	32	Skylar	YG	P	0	0	21:52	21	52	22:47	22	47	55
3	83.2	10	9	32	Skylar	P	O	0	0	21:52	21	52	22:47	22	47	55
1	84	8	10	9	Cari	O	RG	0	0	3:43	3	43	4:51	4	51	68
2	84	12	8	19	Cari	R	B	0	1	15:05	15	5	15:06	15	6	1
3	84	10	9	32	Skylar	G	RG	0	0	23:08	23	8	23:58	23	58	50
4	84	4	12	46	Cari	P	O	0	0	0:22	0	22	2:01	2	1	99
1	85	8	10	9	Cari	Y	O	0	0	6:44	6	44	7:11	7	11	27
2	85	12	8	19	Cari	B	R	0	0	15:40	15	40	17:50	17	50	130
3	85	10	9	32	Skylar	Y	C	0	0	23:20	23	20	23:51	23	51	31
4	85	4	12	46	Cari	RB	P	0	0	2:30	2	30	6:20	6	20	230
2	86	12	8	19	Cari	O	Y	0	0	15:58	15	58	16:23	16	23	25
3	86	10	9	32	Skylar	C	Y	0	0	26:03:00	26	3	26:54:00	26	54	51
1	86.1	8	10	9	Cari	Y	RG	0	0	7:00	7	0	7:11	7	11	11
4	86.1	4	12	46	Cari	RB	YB	0	1	4:15	4	15	4:20	4	20	5
1	86.2	8	10	9	Cari	RG	O	0	0	7:00	7	0	7:11	7	11	11
4	86.2	4	12	46	Cari	P	YB	0	1	4:15	4	15	4:20	4	20	5
1	87	8	10	9	Cari	B	P	0	0	7:22	7	22	9:26	9	26	124
2	87	12	8	19	Cari	O	RG	0	0	16:56	16	56	17:59	17	59	63
3	87	10	9	32	Skylar	O	G	1	0	27:18:00	27	18	27:50:00	27	50	32
4	87	4	12	46	Cari	P	R	1	0	10:08	10	8	10:57	10	57	49
1	88	8	10	9	Cari	Y	O	0	0	7:57	7	57	7:58	7	58	1
2	88	12	8	19	Cari	O	Y	1	1	19:21	19	21	19:22	19	22	1
3	88	10	9	32	Skylar	P	YG	0	0	27:38:00	27	38	28:34:00	28	34	56
4	88	4	12	46	Cari	P	Y	0	0	11:31	11	31	11:45	11	45	14
1	89	8	10	9	Cari	P	B	0	0	13:38	13	38	14:01	14	1	23
2	89	12	8	19	Cari	R	Y	0	0	20:51	20	51	21:10	21	10	19
3	89	10	9	32	Skylar	O	RG	0	0	29:16:00	29	16	29:20:00	29	20	4
4	89	4	12	46	Cari	P	Y	0	0	12:41	12	41	13:14	13	14	33
1	90	8	10	9	Cari	Y	RG	0	0	17:10	17	10	19:10	19	10	120
3	90	10	9	32	Skylar	O	G	1	0	30:05:00	30	5	31:10:00	31	10	65
4	90	4	12	46	Cari	P	YG	0	0	14:57	14	57	15:18	15	18	21
2	90.1	12	8	19	Cari	O	Y	0	0	21:33	21	33	23:03:00	23	3	90
2	90.2	12	8	19	Cari	Y	RG	0	0	21:33	21	33	23:03:00	23	3	90
1	91	8	10	9	Cari	RG	Y	0	0	20:24	20	24	21:57	21	57	93
3	91	10	9	32	Skylar	RG	YG	1	0	31:00:00	31	0	31:10:00	31	10	10
4	91	4	12	46	Cari	PG	YB	0	0	17:43	17	43	18:06	18	6	23
2	91.1	12	8	19	Cari	O	R	0	0	22:05	22	5	22:52	22	52	47
2	91.2	12	8	19	Cari	R	RG	0	0	22:05	22	5	22:52	22	52	47
1	92	8	10	9	Cari	Y	RG	1	0	29:28:00	29	28	33:53:00	33	53	265
2	92	12	8	19	Cari	R	RG	0	0	26:36:00	26	36	27:55:00	27	55	79
3	92	10	9	32	Skylar	G	RG	1	0	31:58:00	31	58	32:25:00	32	25	27
1	93	8	10	9	Cari	YG	B	1	0	30:26:00	30	26	32:15:00	32	15	109
2	93	12	8	19	Cari	O	Y	0	0	30:16:00	30	16	31:24:00	31	24	68
3	93	10	9	32	Skylar	G	RG	0	0	32:48:00	32	48	33:50:00	33	50	62
4	93	4	12	46	Cari	PG	RB	0	0	20:08	20	8	21:55	21	55	107
1	94	8	10	9	Cari	B	O	0	0	32:30:00	32	30	33:07:00	33	7	37
2	94	12	8	19	Cari	B	R	0	0	32:57:00	32	57	35:32:00	35	32	155
3	94	10	9	32	Skylar	G	O	0	0	34:02:00	34	2	34:26:00	34	26	24
4	94	4	12	46	Cari	B	RG	1	0	26:11:00	26	11	27:36:00	27	36	85
1	95	8	10	9	Cari	B	O	0	0	33:04:00	33	4	33:05:00	33	5	1
2	95	12	8	19	Cari	O	Y	0	0	32:12:00	32	12	38:13:00	38	13	361
3	95	10	9	32	Skylar	RG	O	0	0	36:07:00	36	7	36:09:00	36	9	2
4	95	4	12	46	Cari	B	RG	0	0	28:19:00	28	19	30:40:00	30	40	141
1	96	8	10	9	Cari	B	YG	0	0	36:05:00	36	5	36:59:00	36	59	54
2	96	11	7	18	Cari	C	B	0	0	0:09	0	9	1:50	1	50	101
3	96	10	9	32	Skylar	RG	C	0	0	36:50:00	36	50	38:36:00	38	36	106
4	96	4	12	46	Cari	O	YG	0	0	30:53:00	30	53	31:38:00	31	38	45
1	97	8	10	9	Cari	YG	O	0	1	42:30:00	42	30	44:42:00	44	42	132
2	97	11	7	18	Cari	B	C	0	1	2:49	2	49	2:50	2	50	1
3	97	10	9	32	Skylar	R	O	1	0	38:17:00	38	17	39:19:00	39	19	62
4	97	4	12	46	Cari	O	YG	0	0	32:07:00	32	7	37:58:00	37	58	351
1	98	8	10	9	Cari	B	PG	0	0	42:37:00	42	37	44:43:00	44	43	126
2	98	11	7	18	Cari	B	C	0	0	2:59	2	59	6:02	6	2	183
3	98	10	9	32	Skylar	P	RG	0	0	39:50:00	39	50	40:00:00	40	0	10
4	98	4	12	46	Cari	YB	P	1	0	32:23:00	32	23	36:55:00	36	55	272
1	99	7	5	4	Cari	G	O	0	0	3:34	3	34	4:55	4	55	81
2	99	11	7	18	Cari	G	Y	0	0	6:11	6	11	 25:32	25	32	1161
3	99	10	9	32	Skylar	P	C	0	0	40:42:00	40	42	41:22:00	41	22	40
4	99	4	12	46	Cari	YB	P	0	0	36:55:00	36	55	42:59:00	42	59	364
1	100	7	5	4	Cari	O	G	0	0	5:48	5	48	6:38	6	38	50
2	100	11	7	18	Cari	B	C	0	0	10:01	10	1	11:19	11	19	78
3	100	10	9	32	Skylar	O	RG	0	0	40:48:00	40	48	42:18:00	42	18	90
4	100	4	12	46	Cari	R	PG	0	0	37:36:00	37	36	39:34:00	39	34	118
1	101	7	5	4	Cari	O	R	0	0	8:49	8	49	8:55	8	55	6
3	101	10	9	32	Skylar	P	R	0	0	43:45:00	43	45	44:49:00	44	49	64
4	101	4	12	46	Cari	YG	G	1	0	37:58:00	37	58	39:59:00	39	59	121
2	101.1	11	7	18	Cari	G	O	0	0	21:28	21	28	23:14	23	14	106
2	101.2	11	7	18	Cari	O	Y	0	0	21:28	21	28	23:14	23	14	106
1	102	7	5	4	Cari	O	Y	0	0	10:39	10	39	12:26	12	26	107
2	102	11	7	18	Cari	B	R	0	0	22:17	22	17	23:11	23	11	54
3	102	6	11	34	Skylar	R	RB	1	0	3:00	3	0	4:13	4	13	73
4	102	4	12	46	Cari	RG	B	0	0	40:46:00	40	46	42:16:00	42	16	90
1	103	7	5	4	Cari	Y	O	0	0	14:28	14	28	14:46	14	46	18
3	103	6	11	34	Skylar	Y	RG	0	0	4:57	4	57	9:28	9	28	271
4	103	4	12	46	Cari	G	O	0	0	41:53:00	41	53	42:41:00	42	41	48
2	103.1	11	7	18	Cari	Y	O	0	0	23:57	23	57	24:07:00	24	7	10
2	103.2	11	7	18	Cari	O	G	0	0	23:57	23	57	24:07:00	24	7	10
1	104	7	5	4	Cari	O	B	0	0	17:29	17	29	18:08	18	8	39
2	104	11	7	18	Cari	G	Y	0	0	24:28:00	24	28	26:11:00	26	11	103
3	104	6	11	34	Skylar	RG	PG	0	0	12:25	12	25	13:34	13	34	69
4	104	4	12	46	Cari	G	YB	0	0	41:42:00	41	42	43:30:00	43	30	108
1	105	7	5	4	Cari	O	R	0	1	18:30	18	30	18:54	18	54	24
2	105	11	7	18	Cari	B	O	0	1	25:50:00	25	50	25:51:00	25	51	1
3	105	6	11	34	Skylar	Y	RG	1	1	16:08	16	8	16:20	16	20	12
4	105	4	12	46	Cari	O	P	0	0	43:19:00	43	19	45:00:00	45	0	101
1	106	7	5	4	Cari	O	G	0	0	28:05:00	28	5	28:21:00	28	21	16
2	106	11	7	18	Cari	B	P	0	0	33:31:00	33	31	34:08:00	34	8	37
3	106	6	11	34	Skylar	C	PG	0	0	18:18	18	18	18:33	18	33	15
4	106	4	12	46	Cari	B	C	0	0	44:08:00	44	8	45:00:00	45	0	52
1	107	7	5	4	Cari	O	Y	0	0	30:38:00	30	38	30:42:00	30	42	4
3	107	6	11	34	Skylar	C	PG	0	1	19:23	19	23	20:50	20	50	87
4	107	4	12	46	Cari	YG	P	0	0	44:46:00	44	46	45:00:00	45	0	14
2	107.1	11	7	18	Cari	B	O	0	0	33:54:00	33	54	34:10:00	34	10	16
2	107.2	11	7	18	Cari	O	P	0	0	33:54:00	33	54	34:10:00	34	10	16
1	108	7	5	4	Cari	O	B	0	0	34:14:00	34	14	34:34:00	34	34	20
2	108	11	7	18	Cari	B	P	0	0	25:03:00	25	3	35:44:00	35	44	641
3	108	6	11	34	Skylar	RG	PG	0	0	21:18	21	18	21:30	21	30	12
4	108	4	12	46	Cari	B	C	0	0	44:50:00	44	50	45:00:00	45	0	10
1	109	4	12	11	Cari	Y	G	0	0	1:50	1	50	3:27	3	27	97
2	109	11	7	18	Cari	B	P	0	0	36:20:00	36	20	36:25:00	36	25	5
3	109	6	11	34	Skylar	PG	C	0	0	21:40	21	40	22:00	22	0	20
4	109	3	3	37	Cari	Y	R	0	0	0:49	0	49	1:16	1	16	27
1	110	4	12	11	Cari	B	C	0	0	2:08	2	8	2:42	2	42	34
2	110	11	7	18	Cari	B	R	0	0	36:58:00	36	58	37:10:00	37	10	12
3	110	6	11	34	Skylar	PG	RG	0	0	23:28	23	28	25:00:00	25	0	92
4	110	2	13	47	Skylar	R	Y	0	0	0:14	0	14	0:35	0	35	21
1	111	4	12	11	Cari	YB	B	0	0	3:26	3	26	6:13	6	13	167
2	111	11	7	18	Cari	B	R	0	0	43:31:00	43	31	43:48:00	43	48	17
3	111	6	11	34	Skylar	P	RB	0	1	26:47:00	26	47	27:43:00	27	43	56
4	111	2	13	47	Skylar	G	Y	0	0	2:27:00	2	27	2:30	2	30	3
1	112	4	12	11	Cari	Y	B	0	0	6:36	6	36	8:42	8	42	126
2	112	8	10	21	Cari	O	YG	0	0	0:00	0	0	3:44	3	44	224
3	112	6	11	34	Skylar	C	YG	1	0	33:43:00	33	43	42:57:00	42	57	554
4	112	2	13	47	Skylar	R	RG	1	0	2:30	2	30	3:28	3	28	58
1	113	4	12	11	Cari	YB	RG	0	0	9:38	9	38	10:15	10	15	37
2	113	8	10	21	Cari	RG	G	0	0	7:14	7	14	8:10	8	10	56
3	113	6	11	34	Skylar	G	PG	1	0	35:11:00	35	11	36:38:00	36	38	87
4	113	2	13	47	Skylar	YG	PG	0	0	2:55	2	55	4:37	4	37	102
1	114	4	12	11	Cari	B	O	1	0	12:27	12	27	15:32	15	32	185
2	114	8	10	21	Cari	RG	B	0	0	8:21	8	21	9:28	9	28	67
3	114	6	11	34	Skylar	P	PG	1	0	36:38:00	36	38	37:19:00	37	19	41
4	114	2	13	47	Skylar	C	RG	0	0	3:41	3	41	3:50	3	50	9
1	115	4	12	11	Cari	P	PG	0	0	14:53	14	53	15:33	15	33	40
2	115	8	10	21	Cari	YG	O	0	0	17:34	17	34	18:20	18	20	46
3	115	6	11	34	Skylar	O	RB	0	0	38:20:00	38	20	39:25:00	39	25	65
4	115	2	13	47	Skylar	C	G	0	1	5:40	5	40	5:55	5	55	15
2	116	8	10	21	Cari	RG	O	0	1	20:40	20	40	20:41	20	41	1
3	116	6	11	34	Skylar	P	RB	1	0	41:21:00	41	21	42:03:00	42	3	42
4	116	2	13	47	Skylar	C	PG	0	0	6:05	6	5	6:19	6	19	14
1	116.1	4	12	11	Cari	RG	Y	0	1	18:59	18	59	19:18	19	18	19
1	116.2	4	12	11	Cari	RG	G	0	1	18:59	18	59	19:18	19	18	19
1	117	4	12	11	Cari	Y	G	0	0	19:29	19	29	20:19	20	19	50
2	117	8	10	21	Cari	RG	O	0	0	21:14	21	14	26:45:00	26	45	331
3	117	6	11	34	Skylar	P	O	0	0	44:40:00	44	40	45:00:00	45	0	20
4	117	2	13	47	Skylar	C	YG	0	0	7:10	7	10	7:13	7	13	3
2	118	8	10	21	Cari	O	YG	0	0	31:10:00	31	10	32:38:00	32	38	88
3	118	2	13	36	Skylar	P	O	0	0	0:00	0	0	0:39	0	39	39
4	118	2	13	47	Skylar	C	YB	1	0	7:31	7	31	7:58	7	58	27
1	118.1	4	12	11	Cari	Y	RG	0	0	19:51	19	51	20:58	20	58	67
1	118.2	4	12	11	Cari	RG	G	0	0	19:51	19	51	20:58	20	58	67
1	119	4	12	11	Cari	C	B	0	0	20:34	20	34	20:46	20	46	12
2	119	7	5	16	Cari	R	O	0	0	13:48	13	48	14:40	14	40	52
3	119	2	13	36	Skylar	R	Y	0	0	0:00	0	0	0:39	0	39	39
4	119	2	13	47	Skylar	YB	YG	0	1	9:44	9	44	9:55	9	55	11
1	120	4	12	11	Cari	Y	RG	0	0	21:50	21	50	23:03	23	3	73
2	120	7	5	16	Cari	R	O	0	0	19:58	19	58	20:20	20	20	22
3	120	2	13	36	Skylar	Y	RG	0	1	4:12	4	12	4:30	4	30	18
4	120	2	13	47	Skylar	C	RG	0	0	10:10	10	10	10:20	10	20	10
3	121	2	13	36	Skylar	G	PG	0	0	5:30	5	30	5:45	5	45	15
4	121	2	13	47	Skylar	YG	PG	1	0	12:14	12	14	14:28	14	28	134
1	121.1	4	12	11	Cari	Y	G	0	0	21:57	21	57	24:14:00	24	14	137
1	121.2	4	12	11	Cari	G	RG	0	0	21:57	21	57	24:14:00	24	14	137
3	122	2	13	36	Skylar	P	O	0	0	8:52	8	52	9:44	9	44	52
4	122	2	13	47	Skylar	R	YB	0	0	14:42	14	42	15:04	15	4	22
3	123	2	13	36	Skylar	R	O	1	0	15:06	15	6	16:06	16	6	60
4	123	2	13	47	Skylar	R	C	1	0	16:59	16	59	17:20	17	20	21
1	124	4	12	11	Cari	B	YB	0	1	26:08:00	26	8	30:01:00	30	1	233
3	124	2	13	36	Skylar	GB	PG	0	0	16:24	16	24	21:50	21	50	326
4	124	2	13	47	Skylar	C	O	1	0	20:13	20	13	20:43	20	43	30
1	125	4	12	11	Cari	B	YB	0	0	27:02:00	27	2	27:03:00	27	3	1
3	125	2	13	36	Skylar	C	YG	1	0	18:37	18	37	18:50	18	50	13
4	125	2	13	47	Skylar	C	G	1	0	21:07	21	7	22:12	22	12	65
1	126	4	12	11	Cari	Y	RG	0	1	28:28:00	28	28	29:00:00	29	0	32
3	126.1	2	13	36	Skylar	G	GB	1	0	18:50	18	50	20:50	20	50	120
4	126.1	2	13	47	Skylar	C	YG	0	0	21:45	21	45	22:18	22	18	33
3	126.2	2	13	36	Skylar	G	PG	1	0	18:50	18	50	20:50	20	50	120
4	126.2	2	13	47	Skylar	G	YG	0	0	21:45	21	45	22:18	22	18	33
1	127	4	12	11	Cari	Y	RG	0	0	32:15:00	32	15	35:15:00	35	15	180
3	127	2	13	36	Skylar	B	RG	0	0	19:43	19	43	20:40	20	40	57
4	127	2	13	47	Skylar	C	P	1	0	22:33	22	33	22:42	22	42	9
1	128	4	12	11	Cari	YB	P	1	0	38:14:00	38	14	40:37:00	40	37	143
3	128	2	13	36	Skylar	P	O	0	0	20:30	20	30	21:14	21	14	44
4	128	2	13	47	Skylar	Y	RG	1	0	23:13	23	13	24:50:00	24	50	97
1	129	4	12	11	Cari	YB	P	0	0	42:58:00	42	58	44:36:00	44	36	98
3	129	2	13	36	Skylar	P	O	1	0	22:19	22	19	24:45:00	24	45	146
4	129	2	13	47	Skylar	P	YG	0	0	24:40:00	24	40	25:07:00	25	7	27
3	130	2	13	36	Skylar	R	B	0	0	26:24:00	26	24	31:34:00	31	34	310
4	130	2	13	47	Skylar	C	O	0	0	27:35:00	27	35	28:32:00	28	32	57
3	131	2	13	36	Skylar	C	YG	1	0	32:27:00	32	27	33:10:00	33	10	43
4	131	2	13	47	Skylar	C	G	1	0	28:50:00	28	50	29:26:00	29	26	36
3	132	2	13	36	Skylar	P	R	1	0	32:58:00	32	58	39:31:00	39	31	393
4	132	2	13	47	Skylar	C	RB	1	0	30:25:00	30	25	31:15:00	31	15	50
3	133	2	13	36	Skylar	Y	YB	1	0	33:20:00	33	20	35:05:00	35	5	105
4	133	2	13	47	Skylar	G	YG	1	0	32:34:00	32	34	35:35:00	35	35	181
4	134	2	13	47	Skylar	B	Y	1	0	38:08:00	38	8	40:30:00	40	30	142
3	134.1	2	13	36	Skylar	B	P	0	0	38:05:00	38	5	45:00:00	45	0	415
3	134.2	2	13	36	Skylar	B	R	0	0	38:05:00	38	5	45:00:00	45	0	415
4	135	2	13	47	Skylar	O	YG	0	1	44:22:00	44	22	45:00:00	45	0	38
3	135.1	2	13	36	Skylar	B	R	0	0	40:28:00	40	28	41:31:00	41	31	63
3	135.2	2	13	36	Skylar	R	P	0	0	40:28:00	40	28	41:31:00	41	31	63
3	136	2	13	36	Skylar	B	P	0	0	42:50:00	42	50	44:04:00	44	4	74
3	136	2	13	36	Skylar	B	R	0	0	42:50:00	42	50	44:04:00	44	4	74
4	136	5	4	38	Skylar	Y	R	0	0	21:43	21	43	22:55	22	55	72
4	137	5	4	38	Skylar	Y	R	0	0	35:06:00	35	6	36:20:00	36	20	74
4	138	6	11	44	Skylar	R	G	0	0	0:00:00	0	0	5:16	5	16	316
4	139.1	6	11	44	Skylar	R	Y	0	0	0:00	0	0	1:21	1	21	81
4	139.2	6	11	44	Skylar	G	Y	0	0	0:00	0	0	1:21	1	21	81
4	140	6	11	44	Skylar	G	Y	1	0	6:08	6	8	16:19	16	19	611
4	141	6	11	44	Skylar	YG	C	1	0	10:14	10	14	10:50	10	50	36
4	142	6	11	44	Skylar	Y	RB	1	0	16:20	16	20	18:00	18	0	100
4	143.1	6	11	44	Skylar	Y	G	1	0	17:51	17	51	18:45	18	45	54
4	143.2	6	11	44	Skylar	RB	G	1	0	17:51	17	51	18:45	18	45	54
4	144	6	11	44	Skylar	P	O	0	0	19:32	19	32	22:29	22	29	177
4	145	6	11	44	Skylar	G	P	1	0	26:54:00	26	54	32:48:00	32	48	354
4	146.1	6	11	44	Skylar	G	R	0	0	30:40:00	30	40	33:23:00	33	23	163
4	146.2	6	11	44	Skylar	P	R	0	0	30:40:00	30	40	33:23:00	33	23	163
4	147	6	11	44	Skylar	P	O	0	0	33:25:00	33	25	33:40:00	33	40	15
4	148	6	11	44	Skylar	RB	O	0	0	35:06:00	35	6	36:53:00	36	53	107
4	149	6	11	44	Skylar	YG	RG	0	0	35:30:00	35	30	35:40:00	35	40	10
4	150	6	11	44	Skylar	R	RB	1	0	37:40:00	37	40	38:20:00	38	20	40
4	151	6	11	44	Skylar	B	YG	0	0	39:12:00	39	12	39:20:00	39	20	8
4	152	6	11	44	Skylar	Y	P	0	0	40:59:00	40	59	41:03:00	41	3	4
4	153	9	6	40	Skylar	Y	B	0	0	5:22	5	22	5:38	5	38	16
4	154	9	6	40	Skylar	Y	O	0	0	9:56	9	56	10:17	10	17	21
4	155	9	6	40	Skylar	B	P	0	0	12:39	12	39	13:45	13	45	66
4	156	9	6	40	Skylar	R	O	0	0	17:53	17	53	25:15:00	25	15	442
4	157.1	9	6	40	Skylar	B	R	1	0	19:29	19	29	21:00	21	0	91
4	157.2	9	6	40	Skylar	B	O	1	0	19:29	19	29	21:00	21	0	91
4	158.1	9	6	40	Skylar	B	R	0	0	22:08	22	8	22:25	22	25	17
4	158.2	9	6	40	Skylar	B	O	0	0	22:08	22	8	22:25	22	25	17
4	159	9	6	40	Skylar	P	Y	0	0	24:00:00	24	0	24:42:00	24	42	42
4	160	9	6	40	Skylar	B	Y	1	0	26:04:00	26	4	26:19:00	26	19	15
4	161	9	6	40	Skylar	P	B	0	0	27:25:00	27	25	28:00:00	28	0	35
4	162	9	6	40	Skylar	R	O	0	0	35:06:00	35	6	35:28:00	35	28	22
4	163	9	6	40	Skylar	R	P	0	0	37:14:00	37	14	39:55:00	39	55	161
4	164	9	6	40	Skylar	P	O	1	0	40:15:00	40	15	40:30:00	40	30	15
4	165	9	6	40	Skylar	R	P	0	0	41:45:00	41	45	41:48:00	41	48	3
4	166	10	11	45	Skylar	R	RG	0	0	0:00	0	0	0:37	0	37	37
4	167	10	11	45	Skylar	O	G	0	0	0:00:00	0	0	1:37	1	37	97
4	168	10	11	45	Skylar	Y	RG	1	0	1:53	1	53	3:05	3	5	72
4	169	10	11	45	Skylar	R	G	1	0	3:28	3	28	5:14	5	14	106
4	170	10	11	45	Skylar	C	RG	1	0	4:04	4	4	5:02	5	2	58
4	171	10	11	45	Skylar	O	Y	1	0	4:25	4	25	5:35	5	35	70
4	172	10	11	45	Skylar	RG	B	1	0	8:00	8	0	9:08	9	8	68
4	173	10	11	45	Skylar	G	RG	0	0	13:07	13	7	13:30	13	30	23
4	174	10	11	45	Skylar	G	C	1	0	14:44	14	44	14:50	14	50	6
4	175	10	11	45	Skylar	B	G	0	0	15:09	15	9	16:06	16	6	57
4	176	10	11	45	Skylar	O	RG	1	0	16:33	16	33	17:07	17	7	34
4	177	10	11	45	Skylar	RG	C	0	0	19:57	19	57	21:30	21	30	93
4	178	10	11	45	Skylar	C	R	0	0	22:44	22	44	23:00	23	0	16
4	179	10	11	45	Skylar	O	YG	0	0	25:35:00	25	35	26:10:00	26	10	35
4	180	10	11	45	Skylar	R	P	1	0	26:35:00	26	35	26:57:00	26	57	22
4	181	10	11	45	Skylar	G	RG	0	0	27:17:00	27	17	31:19:00	31	19	242
4	182.1	10	11	45	Skylar	R	G	0	0	27:50:00	27	50	29:38:00	29	38	108
4	182.2	10	11	45	Skylar	R	RG	0	0	27:50:00	27	50	29:38:00	29	38	108
4	183	10	11	45	Skylar	R	G	0	0	28:15:00	28	15	30:39:00	30	39	144
4	184	10	11	45	Skylar	Y	O	1	0	31:05:00	31	5	31:42:00	31	42	37
4	185	10	11	45	Skylar	G	RG	0	0	32:00:00	32	0	33:35:00	33	35	95
4	186.1	10	11	45	Skylar	RG	O	0	0	32:27:00	32	27	33:40:00	33	40	73
4	186.2	10	11	45	Skylar	G	O	0	0	32:27:00	32	27	33:40:00	33	40	73
4	187	10	11	45	Skylar	Y	C	1	0	35:18:00	35	18	36:20:00	36	20	62
